"lon","lat","tmp_1"
-118.75,32.75,12.3000001907349
-118.25,32.75,11.5
-117.25,32.75,13.1000003814697
-116.75,32.75,8.69999980926514
-116.25,32.75,7.40000009536743
-115.75,32.75,11
-115.25,32.75,12.1000003814697
-114.75,32.75,12.5
-114.25,32.75,11.9000005722046
-113.75,32.75,11.9000005722046
-113.25,32.75,11.8000001907349
-119.75,33.25,11.6999998092651
-119.25,33.25,11.6999998092651
-118.75,33.25,11.6999998092651
-118.25,33.25,11.6000003814697
-117.75,33.25,12.1000003814697
-117.25,33.25,11.1999998092651
-116.75,33.25,7.40000009536743
-116.25,33.25,9.69999980926514
-115.75,33.25,11.5
-115.25,33.25,10.6999998092651
-114.75,33.25,10.5
-114.25,33.25,10.1000003814697
-113.75,33.25,10.6000003814697
-113.25,33.25,10.6000003814697
-120.25,33.75,11.1999998092651
-119.75,33.75,11.1999998092651
-118.25,33.75,13.1000003814697
-117.75,33.75,11.6999998092651
-117.25,33.75,10.9000005722046
-116.75,33.75,6.20000028610229
-116.25,33.75,9.80000019073486
-115.75,33.75,9.10000038146973
-115.25,33.75,9.5
-114.75,33.75,10.1000003814697
-114.25,33.75,9.69999980926514
-113.75,33.75,9.10000038146973
-113.25,33.75,8.19999980926514
-120.25,34.25,10.9000005722046
-119.75,34.25,10.4000005722046
-119.25,34.25,11.3000001907349
-118.75,34.25,10.3000001907349
-118.25,34.25,8.60000038146973
-117.75,34.25,6.5
-117.25,34.25,6.90000009536743
-116.75,34.25,3.40000009536743
-116.25,34.25,7.70000028610229
-115.75,34.25,7.90000009536743
-115.25,34.25,9
-114.75,34.25,9
-114.25,34.25,9.30000019073486
-113.75,34.25,7.70000028610229
-113.25,34.25,6.90000009536743
-120.75,34.75,10.5
-120.25,34.75,9.60000038146973
-119.75,34.75,7
-119.25,34.75,5.5
-118.75,34.75,6
-118.25,34.75,7.40000009536743
-117.75,34.75,8
-117.25,34.75,8
-116.75,34.75,6.5
-116.25,34.75,8.10000038146973
-115.75,34.75,8
-115.25,34.75,8.5
-114.75,34.75,8.30000019073486
-114.25,34.75,8.10000038146973
-113.75,34.75,5.5
-113.25,34.75,3.29999995231628
-121.25,35.25,10.3000001907349
-120.75,35.25,10.6000003814697
-120.25,35.25,8.19999980926514
-119.75,35.25,7.80000019073486
-119.25,35.25,9.30000019073486
-118.75,35.25,8
-118.25,35.25,6.20000028610229
-117.75,35.25,8.30000019073486
-117.25,35.25,8
-116.75,35.25,7
-116.25,35.25,8.69999980926514
-115.75,35.25,7.70000028610229
-115.25,35.25,6.70000028610229
-114.75,35.25,6.90000009536743
-114.25,35.25,5.90000009536743
-113.75,35.25,3.60000014305115
-113.25,35.25,3.90000009536743
-121.25,35.75,9.5
-120.75,35.75,8.60000038146973
-120.25,35.75,8.30000019073486
-119.75,35.75,8.19999980926514
-119.25,35.75,7.90000009536743
-118.75,35.75,6.30000019073486
-118.25,35.75,3.90000009536743
-117.75,35.75,6.70000028610229
-117.25,35.75,6.5
-116.75,35.75,7.70000028610229
-116.25,35.75,8.10000038146973
-115.75,35.75,6
-115.25,35.75,4.90000009536743
-114.75,35.75,5.80000019073486
-114.25,35.75,4.80000019073486
-113.75,35.75,3.20000004768372
-113.25,35.75,3.40000009536743
-121.75,36.25,8.40000057220459
-121.25,36.25,7.40000009536743
-120.75,36.25,7.09999990463257
-120.25,36.25,7.5
-119.75,36.25,7
-119.25,36.25,7.20000028610229
-118.75,36.25,3.20000004768372
-118.25,36.25,-1.10000002384186
-117.75,36.25,2.90000009536743
-117.25,36.25,3.20000004768372
-116.75,36.25,6.70000028610229
-116.25,36.25,5.30000019073486
-115.75,36.25,2.20000004768372
