"lon","lat","tmp_1"
-118.75,32.75,12.4000005722046
-118.25,32.75,11.4000005722046
-117.25,32.75,13.4000005722046
-116.75,32.75,8.90000057220459
-116.25,32.75,8.30000019073486
-115.75,32.75,12
-115.25,32.75,13
-114.75,32.75,13.9000005722046
-114.25,32.75,13
-113.75,32.75,12.8000001907349
-113.25,32.75,12.6999998092651
-119.75,33.25,12.1000003814697
-119.25,33.25,12.1000003814697
-118.75,33.25,11.8000001907349
-118.25,33.25,11.5
-117.75,33.25,12.4000005722046
-117.25,33.25,11.6000003814697
-116.75,33.25,8
-116.25,33.25,10.1999998092651
-115.75,33.25,12.5
-115.25,33.25,11.6000003814697
-114.75,33.25,11.6999998092651
-114.25,33.25,11.1000003814697
-113.75,33.25,11.5
-113.25,33.25,11.4000005722046
-120.25,33.75,12.3000001907349
-119.75,33.75,12.3000001907349
-118.25,33.75,13.6999998092651
-117.75,33.75,12.3000001907349
-117.25,33.75,11.6000003814697
-116.75,33.75,6.59999990463257
-116.25,33.75,10.4000005722046
-115.75,33.75,10.3000001907349
-115.25,33.75,10.6999998092651
-114.75,33.75,11.4000005722046
-114.25,33.75,10.9000005722046
-113.75,33.75,10.3000001907349
-113.25,33.75,8.80000019073486
-120.25,34.25,12.3000001907349
-119.75,34.25,11.5
-119.25,34.25,12.3000001907349
-118.75,34.25,11.3000001907349
-118.25,34.25,9.80000019073486
-117.75,34.25,7.20000028610229
-117.25,34.25,7.70000028610229
-116.75,34.25,4
-116.25,34.25,8.40000057220459
-115.75,34.25,8.90000057220459
-115.25,34.25,10.5
-114.75,34.25,10.4000005722046
-114.25,34.25,10.6000003814697
-113.75,34.25,8.90000057220459
-113.25,34.25,8.60000038146973
-120.75,34.75,11.6999998092651
-120.25,34.75,10.8000001907349
-119.75,34.75,8.60000038146973
-119.25,34.75,7.30000019073486
-118.75,34.75,7.5
-118.25,34.75,9
-117.75,34.75,9.40000057220459
-117.25,34.75,9.30000019073486
-116.75,34.75,7.30000019073486
-116.25,34.75,9
-115.75,34.75,8.90000057220459
-115.25,34.75,9.69999980926514
-114.75,34.75,9.69999980926514
-114.25,34.75,9.40000057220459
-113.75,34.75,6.80000019073486
-113.25,34.75,5.30000019073486
-121.25,35.25,12.1999998092651
-120.75,35.25,12.5
-120.25,35.25,10.1000003814697
-119.75,35.25,9.69999980926514
-119.25,35.25,11.5
-118.75,35.25,10.1999998092651
-118.25,35.25,8.30000019073486
-117.75,35.25,10.1000003814697
-117.25,35.25,9.5
-116.75,35.25,8.60000038146973
-116.25,35.25,9.60000038146973
-115.75,35.25,8.80000019073486
-115.25,35.25,7.80000019073486
-114.75,35.25,8.69999980926514
-114.25,35.25,7.70000028610229
-113.75,35.25,5.70000028610229
-113.25,35.25,6.09999990463257
-121.25,35.75,11.6999998092651
-120.75,35.75,11.1000003814697
-120.25,35.75,10.8000001907349
-119.75,35.75,10.6999998092651
-119.25,35.75,10.6000003814697
-118.75,35.75,9.10000038146973
-118.25,35.75,6.20000028610229
-117.75,35.75,8.60000038146973
-117.25,35.75,8.40000057220459
-116.75,35.75,9.30000019073486
-116.25,35.75,9.40000057220459
-115.75,35.75,7.5
-115.25,35.75,6.30000019073486
-114.75,35.75,7.59999990463257
-114.25,35.75,6.80000019073486
-113.75,35.75,5.40000009536743
-113.25,35.75,5.90000009536743
-121.75,36.25,10.6000003814697
-121.25,36.25,9.80000019073486
-120.75,36.25,9.30000019073486
-120.25,36.25,10.1000003814697
-119.75,36.25,9.69999980926514
-119.25,36.25,10.1000003814697
-118.75,36.25,5.90000009536743
-118.25,36.25,1.10000002384186
-117.75,36.25,5
-117.25,36.25,5.59999990463257
-116.75,36.25,8.80000019073486
-116.25,36.25,7
-115.75,36.25,3.70000004768372
-115.25,36.25,6.5
-114.75,36.25,6.70000028610229
-114.25,36.25,6.70000028610229
-113.75,36.25,4.30000019073486
-113.25,36.25,3.20000004768372
-122.25,36.75,12.1000003814697
-121.75,36.75,11.1999998092651
-121.25,36.75,9.40000057220459
-120.75,36.75,9.90000057220459
-120.25,36.75,9.80000019073486
-119.75,36.75,10
-119.25,36.75,8.40000057220459
-118.75,36.75,2
-118.25,36.75,1.30000007152557
-117.75,36.75,4.90000009536743
-117.25,36.75,6.40000009536743
-116.75,36.75,6.80000019073486
-116.25,36.75,5
-115.75,36.75,4.70000028610229
-115.25,36.75,3
-114.75,36.75,5.90000009536743
-114.25,36.75,5.40000009536743
-113.75,36.75,3.29999995231628
-113.25,36.75,2.29999995231628
-122.25,37.25,11.4000005722046
-121.75,37.25,9.30000019073486
-121.25,37.25,8.90000057220459
-120.75,37.25,9.5
-120.25,37.25,9.5
-119.75,37.25,7.80000019073486
-119.25,37.25,3.40000009536743
-118.75,37.25,-1.39999997615814
-118.25,37.25,2.10000014305115
-117.75,37.25,4.20000028610229
