"lon","lat","tmpJan","tmpFeb","tmpMar","tmpApr","tmpMay","tmpJun","tmpJul","tmpAug","tmpSep","tmpOct","tmpNov","tmpDec","mtwa","mtco","mat"
-113.75,33.25,12.3000001907349,15.6000003814697,19.2000007629395,21.8000011444092,25.3000011444092,31.7000007629395,34.4000015258789,33.1000022888184,29.3999996185303,24.3999996185303,19,13.8000001907349,34.4000015258789,12.3000001907349,23.3333339691162
-113.25,33.25,12.6000003814697,15.8000001907349,19.3999996185303,21.8999996185303,25.3000011444092,32,34.2999992370605,33,29.5,24.5,19.2000007629395,14,34.2999992370605,12.6000003814697,23.4583334128062
-120.25,33.75,11.9000005722046,12.8000001907349,13.8000001907349,13.9000005722046,14.1999998092651,15.3000001907349,17.8000011444092,18.3999996185303,18.5,17.3000011444092,15.8000001907349,13.5,18.5,11.9000005722046,15.2666669686635
-119.75,33.75,11.9000005722046,12.8000001907349,14,14.4000005722046,14.8000001907349,16.3000011444092,19,19.5,19.3999996185303,17.8000011444092,16,13.5,19.5,11.9000005722046,15.7833336194356
-118.25,33.75,14.1000003814697,15.1999998092651,16.8000011444092,17.5,18.3000011444092,20.2000007629395,23.2000007629395,23.6000003814697,22.7000007629395,20.8000011444092,18.8000011444092,15.5,23.6000003814697,14.1000003814697,18.891667286555
-117.75,33.75,12.5,13.8000001907349,15.4000005722046,16.2000007629395,17.3999996185303,20.2000007629395,23.5,23.8999996185303,22.1000003814697,20,17.6000003814697,14.3000001907349,23.8999996185303,12.5,18.0750002066294
-117.25,33.75,11.6999998092651,13.4000005722046,15.4000005722046,16.5,18.2000007629395,21.8000011444092,25.6000003814697,25.6000003814697,23.2000007629395,20.2000007629395,17.1000003814697,13.5,25.6000003814697,11.6999998092651,18.5166671276093
-116.75,33.75,6.90000009536743,8.69999980926514,10.8000001907349,12.1999998092651,15.1000003814697,19.6000003814697,24.2000007629395,23.6000003814697,20.2000007629395,16.3000011444092,12.6000003814697,8.69999980926514,24.2000007629395,6.90000009536743,14.9083336591721
-116.25,33.75,10.5,13.4000005722046,16.6000003814697,18.8999996185303,22.1000003814697,27.1000003814697,31.1000003814697,30.3000011444092,26.7000007629395,22.1000003814697,17.2000007629395,12.4000005722046,31.1000003814697,10.5,20.700000445048
-115.75,33.75,10.5,13.6000003814697,16.8000011444092,19.3999996185303,22.8000011444092,28.8999996185303,32.2000007629395,31.2000007629395,27.3999996185303,22.5,17.2000007629395,12.1999998092651,32.2000007629395,10.5,21.2250003019969
-115.25,33.75,11,14.3000001907349,17.8000011444092,20.3999996185303,23.8999996185303,30.3999996185303,33.2999992370605,32.2000007629395,28.3000011444092,23.3000011444092,17.7000007629395,12.6000003814697,33.2999992370605,11,22.1000003019969
-114.75,33.75,11.6000003814697,15.1999998092651,18.8000011444092,21.3999996185303,24.8999996185303,31.3000011444092,34.2000007629395,33.1000022888184,29.1000003814697,23.8999996185303,18.3000011444092,13.1000003814697,34.2000007629395,11.6000003814697,22.9083338578542
-114.25,33.75,11.3000001907349,14.6999998092651,18.3000011444092,20.8000011444092,24.5,30.8999996185303,33.7999992370605,32.6000022888184,28.6000003814697,23.3999996185303,17.8000011444092,12.6999998092651,33.7999992370605,11.3000001907349,22.4500003655752
-113.75,33.75,10.6999998092651,14.1000003814697,17.5,20.1000003814697,23.7000007629395,30.3000011444092,33.1000022888184,31.8000011444092,27.8000011444092,22.8000011444092,17.3999996185303,12.3000001907349,33.1000022888184,10.6999998092651,21.800000667572
-113.25,33.75,9.80000019073486,12.9000005722046,16.3000011444092,18.8000011444092,22.3000011444092,29.1000003814697,31.8000011444092,30.3999996185303,26.3999996185303,21.5,16.5,11.6000003814697,31.8000011444092,9.80000019073486,20.6166671117147
-120.25,34.25,11.6000003814697,12.6999998092651,13.9000005722046,14.1999998092651,14.6999998092651,16,18.3999996185303,18.8999996185303,18.8999996185303,17.5,15.6000003814697,13.1000003814697,18.8999996185303,11.6000003814697,15.4583333333333
-119.75,34.25,11.1000003814697,12.3000001907349,13.6000003814697,14.1000003814697,14.8000001907349,16.3999996185303,19.2000007629395,19.6000003814697,19.2000007629395,17.3999996185303,15.4000005722046,12.6999998092651,19.6000003814697,11.1000003814697,15.4833335876465
-119.25,34.25,12.1000003814697,13.5,15.1999998092651,15.8000001907349,16.8000011444092,19,22.2000007629395,22.3999996185303,21.2000007629395,19.1000003814697,16.8000011444092,13.8000001907349,22.3999996185303,12.1000003814697,17.3250003655752
-118.75,34.25,11.1000003814697,12.4000005722046,13.9000005722046,14.6000003814697,16.1000003814697,18.7000007629395,22.2000007629395,22.2000007629395,20.7000007629395,18.3999996185303,15.8000001907349,12.8000001907349,22.2000007629395,11.1000003814697,16.575000445048
-118.25,34.25,9.40000057220459,10.6000003814697,12,12.9000005722046,14.8000001907349,18,21.8999996185303,21.7000007629395,19.7000007629395,16.8999996185303,14.1000003814697,11,21.8999996185303,9.40000057220459,15.2500002384186
-117.75,34.25,7.30000019073486,8.5,9.90000057220459,11.1000003814697,13.5,17.2000007629395,21.6000003814697,21.2000007629395,18.6000003814697,15.1999998092651,12,8.90000057220459,21.6000003814697,7.30000019073486,13.7500003178914
-117.25,34.25,7.59999990463257,9.30000019073486,11.1999998092651,12.6000003814697,15.1999998092651,19.5,23.8999996185303,23.3000011444092,20.2000007629395,16.6000003814697,13.1000003814697,9.40000057220459,23.8999996185303,7.59999990463257,15.1583335796992
-116.75,34.25,4.09999990463257,5.70000028610229,7.59999990463257,9.10000038146973,12.4000005722046,17.2000007629395,21.8999996185303,21,17.5,13.5,9.69999980926514,6,21.8999996185303,4.09999990463257,12.1416667699814
-116.25,34.25,8.40000057220459,11.1000003814697,13.9000005722046,16.1000003814697,19.6000003814697,24.8000011444092,29.2000007629395,28.1000003814697,24.3000011444092,19.7000007629395,14.9000005722046,10.3000001907349,29.2000007629395,8.40000057220459,18.3666672706604
-115.75,34.25,8.60000038146973,11.6999998092651,14.8000001907349,17.3999996185303,21.2000007629395,26.8000011444092,30.8999996185303,29.7000007629395,25.7000007629395,20.7000007629395,15.4000005722046,10.6000003814697,30.8999996185303,8.60000038146973,19.4583337306976
-115.25,34.25,10.5,14,17.5,20.1000003814697,23.7000007629395,30.3999996185303,33.2999992370605,32.2000007629395,27.8999996185303,23,17.3000011444092,12.1999998092651,33.2999992370605,10.5,21.8416667779287
-114.75,34.25,10.5,14.1999998092651,17.7000007629395,20.3999996185303,24.1000003814697,30.7000007629395,33.6000022888184,32.4000015258789,28.1000003814697,23.1000003814697,17.3000011444092,12.1999998092651,33.6000022888184,10.5,22.0250005722046
-114.25,34.25,10.9000005722046,14.5,18.2000007629395,20.8000011444092,24.6000003814697,31.3000011444092,34,32.7999992370605,28.5,23.3000011444092,17.6000003814697,12.4000005722046,34,10.9000005722046,22.4083337783813
-113.75,34.25,9.30000019073486,12.6999998092651,16.1000003814697,18.7000007629395,22.3000011444092,29.1000003814697,31.8999996185303,30.5,26.3999996185303,21.3000011444092,16.1000003814697,11.1000003814697,31.8999996185303,9.30000019073486,20.4583336512248
-113.25,34.25,8.90000057220459,12.3000001907349,15.8000001907349,18.1000003814697,21.8000011444092,27.8999996185303,31.3999996185303,29.8999996185303,25.8999996185303,20.8000011444092,15.8000001907349,10.8000001907349,31.3999996185303,8.90000057220459,19.9500002066294
-120.75,34.75,11.1999998092651,12.5,13.8000001907349,14.1999998092651,14.9000005722046,16.3000011444092,18.5,18.8999996185303,18.8999996185303,17.3000011444092,15.3000001907349,12.6000003814697,18.8999996185303,11.1999998092651,15.3666668732961
-120.25,34.75,10.3000001907349,11.5,12.6999998092651,13.1999998092651,14.3000001907349,16,18.3999996185303,18.7000007629395,18.3999996185303,16.8000011444092,14.6000003814697,11.8000001907349,18.7000007629395,10.3000001907349,14.7250001430511
-119.75,34.75,7.70000028610229,8.60000038146973,9.80000019073486,10.6999998092651,12.6000003814697,15,18.3000011444092,18.3000011444092,17.2000007629395,14.8000001907349,12,9.10000038146973,18.3000011444092,7.70000028610229,12.8416670560837
-119.25,34.75,6.30000019073486,7.30000019073486,8.60000038146973,9.5,11.6999998092651,14.8000001907349,18.5,18.2000007629395,16.3000011444092,13.6000003814697,10.9000005722046,7.90000009536743,18.5,6.30000019073486,11.9666669766108
-118.75,34.75,6.80000019073486,8.10000038146973,9.69999980926514,10.9000005722046,13.3000001907349,16.8000011444092,20.7000007629395,20.2000007629395,18,14.9000005722046,11.6999998092651,8.5,20.7000007629395,6.80000019073486,13.3000003496806
-118.25,34.75,8.19999980926514,9.90000057220459,11.6999998092651,13,15.6000003814697,19.3999996185303,23.6000003814697,22.8999996185303,20.3000011444092,16.8000011444092,13.1999998092651,9.69999980926514,23.6000003814697,8.19999980926514,15.3583335081736
-117.75,34.75,8.80000019073486,10.6999998092651,12.6999998092651,14.3000001907349,17,21.2000007629395,25.3999996185303,24.7000007629395,21.8000011444092,17.8999996185303,14.1000003814697,10.4000005722046,25.3999996185303,8.80000019073486,16.5833335717519
-117.25,34.75,8.80000019073486,11,13.3000001907349,15.1000003814697,18.2000007629395,22.7000007629395,27.1000003814697,26.1000003814697,22.8999996185303,18.5,14.3000001907349,10.5,27.1000003814697,8.80000019073486,17.3750002384186
-116.75,34.75,7.20000028610229,9.60000038146973,12.3000001907349,14.1999998092651,17.6000003814697,22.7000007629395,27,26,22.3000011444092,17.8999996185303,13.4000005722046,9.10000038146973,27,7.20000028610229,16.6083336273829
-116.25,34.75,8.80000019073486,11.8000001907349,14.9000005722046,17.3000011444092,21,26.3999996185303,30.6000003814697,29.3999996185303,25.3999996185303,20.5,15.5,10.6999998092651,30.6000003814697,8.80000019073486,19.3583334287008
-115.75,34.75,8.80000019073486,12.1000003814697,15.4000005722046,18.1000003814697,22,27.8000011444092,31.7000007629395,30.5,26.3000011444092,21.2000007629395,15.6999998092651,10.8000001907349,31.7000007629395,8.80000019073486,20.0333337783813
-115.25,34.75,9.90000057220459,13.1999998092651,16.3999996185303,19.1000003814697,23.2000007629395,29.3000011444092,33,31.7000007629395,27.2000007629395,22,16.6000003814697,11.4000005722046,33,9.90000057220459,21.0833337306976
-114.75,34.75,9.90000057220459,13.5,17,19.8000011444092,23.7000007629395,30.6000003814697,33.2000007629395,32,27.6000003814697,22.6000003814697,16.7000007629395,11.6000003814697,33.2000007629395,9.90000057220459,21.5166671276093
-114.25,34.75,9.69999980926514,13.4000005722046,16.8999996185303,19.6000003814697,23.3999996185303,30.3000011444092,33,31.7000007629395,27.3999996185303,22.3000011444092,16.7000007629395,11.4000005722046,33,9.69999980926514,21.3166670004527
-113.75,34.75,7.09999990463257,10.1999998092651,13.4000005722046,15.8000001907349,19.5,26.3000011444092,29.1000003814697,27.7000007629395,23.7000007629395,19,13.9000005722046,9,29.1000003814697,7.09999990463257,17.8916670084
-113.25,34.75,5.30000019073486,8.40000057220459,11.5,13.6000003814697,17.1000003814697,23.1000003814697,26.7000007629395,25.2000007629395,21.3999996185303,16.8999996185303,12.1999998092651,7.30000019073486,26.7000007629395,5.30000019073486,15.725000222524
-121.25,35.25,11.1000003814697,12.5,13.8000001907349,13.9000005722046,15,16.5,18.3000011444092,18.8000011444092,18.8999996185303,17,15.1000003814697,12.3000001907349,18.8999996185303,11.1000003814697,15.2666669686635
-120.75,35.25,11.4000005722046,12.6000003814697,13.6000003814697,14,15.1000003814697,16.8999996185303,19,19.3999996185303,19.3999996185303,17.7000007629395,15.6999998092651,12.9000005722046,19.3999996185303,11.4000005722046,15.6416668097178
-120.25,35.25,8.90000057220459,10.4000005722046,11.8000001907349,12.6000003814697,14.6000003814697,16.8999996185303,19.6000003814697,19.7000007629395,18.8000011444092,16.2000007629395,13.5,10.4000005722046,19.7000007629395,8.90000057220459,14.450000445048
-119.75,35.25,8.5,10.6000003814697,12.6000003814697,13.9000005722046,16.3999996185303,19.2000007629395,22.5,22.2000007629395,20.6000003814697,17.2000007629395,13.6000003814697,9.90000057220459,22.5,8.5,15.6000003814697
-119.25,35.25,10,13.1000003814697,16.1000003814697,17.8999996185303,20.8999996185303,24.5,28.1000003814697,27.3000011444092,24.6000003814697,20.5,16,11.5,28.1000003814697,10,19.2083334922791
-118.75,35.25,8.80000019073486,11.5,14.1999998092651,16,19.2000007629395,23.2000007629395,27.2000007629395,26.3000011444092,23.3000011444092,19.1000003814697,14.6000003814697,10.3000001907349,27.2000007629395,8.80000019073486,17.8083337942759
-118.25,35.25,7,9,11.4000005722046,13.1000003814697,16.3999996185303,20.6000003814697,24.7000007629395,23.8000011444092,20.7000007629395,16.6000003814697,12.5,8.5,24.7000007629395,7,15.3583336671193
-117.75,35.25,9.10000038146973,11.8000001907349,14.5,16.5,19.8999996185303,24.3999996185303,28.5,27.3999996185303,24.1000003814697,19.5,15,10.6999998092651,28.5,9.10000038146973,18.4499999682109
-117.25,35.25,8.90000057220459,11.6000003814697,14.4000005722046,16.6000003814697,20.2000007629395,25,29.3000011444092,28.2000007629395,24.5,19.6000003814697,14.8000001907349,10.5,29.3000011444092,8.90000057220459,18.6333337624868
-116.75,35.25,7.90000009536743,11.1000003814697,14.1000003814697,16.3999996185303,20.2000007629395,24.6000003814697,29.8999996185303,28.6000003814697,24.3999996185303,19.3000011444092,14.6000003814697,10.1000003814697,29.8999996185303,7.90000009536743,18.4333335955938
-116.25,35.25,9.5,12.9000005722046,16.3999996185303,19.1000003814697,23,28.6000003814697,32.5,31.3000011444092,27,21.8000011444092,16.5,11.4000005722046,32.5,9.5,20.8333336512248
-115.75,35.25,8.5,11.9000005722046,15.4000005722046,18.3000011444092,22.3999996185303,28.3000011444092,32.1000022888184,30.8000011444092,26.3999996185303,21.2000007629395,15.6000003814697,10.5,32.1000022888184,8.5,20.1166672706604
-115.25,35.25,8.10000038146973,11.1999998092651,14.1999998092651,16.8999996185303,21.1000003814697,27.3999996185303,31.1000003814697,29.7000007629395,25.2000007629395,20.2000007629395,14.8000001907349,9.80000019073486,31.1000003814697,8.10000038146973,19.1416668891907
-114.75,35.25,8.60000038146973,12.3000001907349,15.8000001907349,18.3999996185303,22.6000003814697,28.8000011444092,32.5,31,26.3000011444092,21.1000003814697,15.9000005722046,10.6999998092651,32.5,8.60000038146973,20.3333336512248
-114.25,35.25,7.70000028610229,11.1999998092651,14.5,17,21.1000003814697,27.2000007629395,31.1000003814697,29.5,25,19.8000011444092,14.9000005722046,9.69999980926514,31.1000003814697,7.70000028610229,19.0583335955938
-113.75,35.25,5.40000009536743,8.69999980926514,12.1000003814697,14.1999998092651,17.8999996185303,24,27.6000003814697,26.1000003814697,22,17.6000003814697,12.6000003814697,7.70000028610229,27.6000003814697,5.40000009536743,16.3250001271566
-113.25,35.25,5.70000028610229,9.30000019073486,12.9000005722046,15,18.6000003814697,24.7000007629395,28.2000007629395,26.7000007629395,22.6000003814697,18,13.1000003814697,7.90000009536743,28.2000007629395,5.70000028610229,16.8916670481364
-121.25,35.75,10.1999998092651,11.6000003814697,12.6000003814697,13,14.3000001907349,16.2000007629395,18.1000003814697,18.5,18.5,16.5,14.4000005722046,11.4000005722046,18.5,10.1999998092651,14.6083335876465
-120.75,35.75,9.30000019073486,10.8000001907349,12.1000003814697,12.9000005722046,14.8000001907349,17.2000007629395,19.5,19.6000003814697,19,16.5,13.8000001907349,10.6000003814697,19.6000003814697,9.30000019073486,14.6750002702077
-120.25,35.75,9,11.1000003814697,13,14.1999998092651,16.8999996185303,19.7000007629395,22.3999996185303,22.2000007629395,20.8000011444092,17.3999996185303,13.9000005722046,10.1999998092651,22.3999996185303,9,15.9000001748403
-119.75,35.75,8.90000057220459,11.8000001907349,14.4000005722046,16.1000003814697,19.6000003814697,22.8000011444092,25.8999996185303,25.3000011444092,23.1000003814697,18.8000011444092,14.5,10.1000003814697,25.8999996185303,8.90000057220459,17.6083338260651
-119.25,35.75,8.60000038146973,11.8000001907349,14.9000005722046,17,21,24.8000011444092,28.5,27.5,24.7000007629395,19.7000007629395,14.5,9.80000019073486,28.5,8.60000038146973,18.5666670004527
-118.75,35.75,7.09999990463257,10,12.9000005722046,14.9000005722046,18.7000007629395,23,26.8999996185303,25.8000011444092,22.3999996185303,17.8000011444092,13.1000003814697,8.60000038146973,26.8999996185303,7.09999990463257,16.7666670084
-118.25,35.75,4.70000028610229,6.90000009536743,9.40000057220459,11.1999998092651,15,19.6000003814697,23.6000003814697,22.5,19.1000003814697,14.6000003814697,10.3000001907349,6.40000009536743,23.6000003814697,4.70000028610229,13.6083335479101
-117.75,35.75,7.59999990463257,10.4000005722046,13.5,15.8000001907349,19.7000007629395,24.5,28.6000003814697,27.3999996185303,23.6000003814697,18.6000003814697,13.6000003814697,9.19999980926514,28.6000003814697,7.59999990463257,17.7083335320155
-117.25,35.75,7.40000009536743,10.3000001907349,13.4000005722046,15.8000001907349,19.8000011444092,24.8999996185303,29.2000007629395,27.8999996185303,23.8999996185303,18.6000003814697,13.6000003814697,9,29.2000007629395,7.40000009536743,17.8166668812434
-116.75,35.75,8.60000038146973,12.5,16.1000003814697,18.6000003814697,22.7000007629395,27.3000011444092,32.4000015258789,31,26.5,20.8999996185303,15.8000001907349,10.8000001907349,32.4000015258789,8.60000038146973,20.2666670481364
-116.25,35.75,9,13.1000003814697,17,19.7000007629395,24,28.8000011444092,33.9000015258789,32.4000015258789,27.6000003814697,21.8000011444092,16.5,11.1999998092651,33.9000015258789,9,21.25000055631
-115.75,35.75,7,10.6999998092651,14.1999998092651,16.8999996185303,21.3999996185303,26.7000007629395,31.5,30,25,19.5,14.4000005722046,9.30000019073486,31.5,7,18.8833333651225
-115.25,35.75,5.80000019073486,9.40000057220459,12.8000001907349,15.5,20,25.3000011444092,30.2000007629395,28.5,23.7000007629395,18.5,13.5,8.40000057220459,30.2000007629395,5.80000019073486,17.6333336830139
-114.75,35.75,7.5,11.3000001907349,14.8000001907349,17.5,21.8000011444092,28.1000003814697,31.8000011444092,30.2000007629395,25.3999996185303,20.2000007629395,15.1000003814697,9.69999980926514,31.8000011444092,7.5,19.4500003655752
-114.25,35.75,6.59999990463257,10.4000005722046,13.8000001907349,16.3000011444092,20.5,26.7000007629395,30.5,28.8999996185303,24.3000011444092,19.1000003814697,14.1999998092651,8.80000019073486,30.5,6.59999990463257,18.3416669766108
-113.75,35.75,5.09999990463257,8.5,11.8000001907349,14,18,24,27.8999996185303,26.3999996185303,22,17,12.4000005722046,7.20000028610229,27.8999996185303,5.09999990463257,16.1916666825612
-113.25,35.75,5.20000028610229,9,12.8000001907349,14.9000005722046,18.7000007629395,24.7000007629395,28.3000011444092,26.8000011444092,22.6000003814697,17.7000007629395,12.9000005722046,7.5,28.3000011444092,5.20000028610229,16.7583338816961
-121.75,36.25,9.10000038146973,10.6000003814697,11.5,11.6999998092651,13.1000003814697,14.9000005722046,16.7000007629395,17.2000007629395,17.3000011444092,15.3000001907349,13.1999998092651,10.3000001907349,17.3000011444092,9.10000038146973,13.4083336989085
-121.25,36.25,8.10000038146973,9.69999980926514,10.8000001907349,11.4000005722046,13.3000001907349,15.6999998092651,17.8999996185303,18.1000003814697,17.6000003814697,15.1000003814697,12.4000005722046,9.19999980926514,18.1000003814697,8.10000038146973,13.2750001748403
-120.75,36.25,7.80000019073486,9.90000057220459,11.5,12.6000003814697,15.1999998092651,17.8999996185303,20.5,20.3999996185303,19.3000011444092,16,12.6000003814697,9,20.5,7.80000019073486,14.3916668097178
-120.25,36.25,8.19999980926514,11,13.3000001907349,15,18.3000011444092,21.5,24.3999996185303,23.8000011444092,22,17.8000011444092,13.6000003814697,9.40000057220459,24.3999996185303,8.19999980926514,16.525000333786
-119.75,36.25,7.70000028610229,11.1000003814697,14.1000003814697,16.2000007629395,20.3999996185303,23.8999996185303,27.1000003814697,26.1000003814697,23.5,18.6000003814697,13.6000003814697,8.90000057220459,27.1000003814697,7.70000028610229,17.6000002622604
-119.25,36.25,7.90000009536743,11.4000005722046,14.6000003814697,16.7000007629395,21,24.8000011444092,28.3999996185303,27.3000011444092,24.3999996185303,19.3999996185303,14.1999998092651,9.19999980926514,28.3999996185303,7.90000009536743,18.2750002145767
-118.75,36.25,4,6.20000028610229,8.80000019073486,10.6000003814697,14.8000001907349,19.3999996185303,23.2000007629395,22,18.5,13.6999998092651,9.5,5.5,23.2000007629395,4,13.0166667699814
-118.25,36.25,-0.300000011920929,1,2.79999995231628,4.30000019073486,8.5,12.6999998092651,17.6000003814697,16.6000003814697,12.8000001907349,8.5,5.09999990463257,1.60000002384186,17.6000003814697,-0.300000011920929,7.60000006854534
-117.75,36.25,3.70000004768372,6,8.80000019073486,11,15.1999998092651,20.3000011444092,24.3999996185303,23.1000003814697,19.2000007629395,14.1999998092651,9.5,5.40000009536743,24.3999996185303,3.70000004768372,13.4000001549721
-117.25,36.25,4.20000028610229,7.30000019073486,10.5,12.6999998092651,17,21.5,26.8000011444092,25.3999996185303,20.8000011444092,15.6000003814697,10.9000005722046,6.40000009536743,26.8000011444092,4.20000028610229,14.9250002702077
-116.75,36.25,7.70000028610229,11.8000001907349,15.8000001907349,18.3999996185303,22.8000011444092,27.5,32.7999992370605,31.2000007629395,26.3000011444092,20.3999996185303,15.1999998092651,9.90000057220459,32.7999992370605,7.70000028610229,19.9833335479101
-116.25,36.25,6.30000019073486,10.1000003814697,13.9000005722046,16.5,21.1000003814697,26,31.3999996185303,29.8000011444092,24.8000011444092,18.8000011444092,13.6999998092651,8.5,31.3999996185303,6.30000019073486,18.4083336989085
-115.75,36.25,3.20000004768372,6.40000009536743,9.60000038146973,12,16.6000003814697,21.5,27.1000003814697,25.5,20.6000003814697,15.1000003814697,10.4000005722046,5.80000019073486,27.1000003814697,3.20000004768372,14.4833335677783
-115.25,36.25,6.5,10.3000001907349,13.8000001907349,16.5,21.3000011444092,26.7000007629395,31.8000011444092,30.1000003814697,24.8000011444092,18.7000007629395,13.6999998092651,8.40000057220459,31.8000011444092,6.5,18.5500005086263
-114.75,36.25,6.70000028610229,10.6999998092651,14.4000005722046,17,21.7000007629395,27.5,31.8999996185303,30.3999996185303,25.2000007629395,19.3000011444092,14.5,8.69999980926514,31.8999996185303,6.70000028610229,19.0000001986821
